Caters,trendy,HasTV,NoiseLevel,OutdoorSeating,WiFi_no,business_id,stars,suggestion
0,0,1,1,1,0,Applebee's Neighborhood Grill & Bar (8730 W Charleston Blvd),2.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,1,Bâton Rouge Steakhouse & Bar (7520 Weston Road),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,Fleming's Prime Steakhouse & Wine Bar - Las Vegas (6515 S Las Vegas Blvd),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,1,A la Fine Pointe (2527 Rue du Centre),2.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,0,0,0,Bâton Rouge Steakhouse & Bar (1050 Rue de la Montagne),2.5,"The noise from TV may cause disturbance when customers talk with each others.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,The Place Steakhouse (6308 Bowness Road NW),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,0,Oliver's Ale House (6155 Tomken Road),4,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,0,1,0,0,Ruth's Chris Steak House (4561 W Flamingo Rd),3.5,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,0,Hawthorn Grill (221 N Rampart Blvd),4,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,0,0,0,1,Feiler's (4506 Verona Rd),3.5,"You should provide catering services.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Mulligans Pub and Grill (38244 Colorado Ave),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,0,1,1,1,The  Landmark Grill (Plaza Hotel),2.5,Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,1,Morton's The Steakhouse (1600 W 2nd St),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,0,1,"Il Chianti Italian Steak & Seafood (72 W Horizon Ridge Pkwy, Ste 100)",4.5,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,1,1,1,1,1,Center Cut Steakhouse (3555 Las Vegas Blvd S),3,"You should provide catering services.|Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks."
0,0,1,1,1,0,Hyde Park Prime Steakhouse (26300 Chagrin Blvd),4,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,0,PORT (1289 Wharf Street),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Morton's The Steakhouse (15233 N Kierland Blvd),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,0,0,0,Dunn's Famous (3360 Boulevard Des Sources),2,"You should provide catering services.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,The Tillerman (2245 E Flamingo Rd),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,0,1,0,"Omaha Steaks (2192 N. Rainbow, #104)",3.5,You should provide catering services.
0,1,1,2,1,0,Applebee's Grill + Bar (14020 Cedar Rd),2.5,"You should provide catering services.|Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks."
1,0,0,1,1,1,Blackhorn Steakhouse (251 Ellesmere Road),4,Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,0,Rumfish Grille (1155 Washington Pike),3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,0,0,1,Roy's Restaurant (5350 E Marriott Dr),3.5,"You should provide catering services.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,Chili's (2000 Airport Road NE),2.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,0,0,0,TENDER Steakhouse (3900 Las Vegas Blvd S),3.5,"The noise from TV may cause disturbance when customers talk with each others.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,1,0,1,1,0,"Boucher Double (5555 Boulevard des Laurentides, Suite 5)",2.5,"You should provide catering services.|Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks."
1,0,1,1,1,0,Rex's Innkeeper (301 N Century Ave),3.5,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,2,0,0,Maggie Oakes (426 Place Jacques Cartier),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,0,0,0,M'Eat Resto Butcher (806 Queen Street E),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,0,"Red, the Steakhouse (3355 Richmond Rd)",4,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,1,The Keg Steakhouse + Bar - Yonge + Eglinton (2201 Yonge St),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,Vina Pizza & Steak House (311-19th Street NW),4.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,1,0,0,0,1,Montana's BBQ & Bar (2910 Steeles Avenue E),2,"Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,"Ohjah Japanese Steakhouse Sushi & Hibachi (8595 S Decatur Blvd, Ste 104)",4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
